agent_id,agent_type,timeStamp_posix,latitude_deg,longitude_deg,speed_ms,heading_deg,accel_ms2
2,vru,171270.25,45.0645718,7.6627473,0.001,298.52934,-0.0145594315997903
1,car,174373.0,45.06452133333333,7.662749,0.2031893004115226,291.39854,0.0077179631439572
2,vru,182526.0,45.0645718,7.6627473,0.001,298.52934,-0.0145594315997903
1,car,183166.0,45.0645213,7.662749,0.194,291.42118,-0.1616425898472745
2,vru,187207.0,45.0645718,7.6627473,0.001,298.52934,-0.0145594315997903
2,vru,192220.0,45.06457183333333,7.662747333333334,0.001,298.52934,-0.0145594315997903
1,car,196100.75,45.0645213,7.662749,0.194,291.42118,-0.1616425898472745
1,car,201285.0,45.0645213,7.662749,0.194,291.42118,-0.1616425898472745
2,vru,201562.0,45.06457183333333,7.662747333333334,0.001,298.52934,-0.0145594315997903
1,car,206967.25,45.06452133333333,7.662749,0.1939300411522634,291.42118,-0.0029392930092584
2,vru,209523.0,45.06457183333333,7.662747333333334,0.001,298.52934,-0.0145594315997903
1,car,216607.0,45.06452133333333,7.662749,0.1939300411522634,291.42118,-0.0029392930092584
2,vru,217402.75,45.06457183333333,7.662747333333334,0.001,298.52934,-0.0145594315997903
2,vru,225121.25,45.06457183333333,7.662747333333334,0.001,298.52934,-0.0145594315997903
1,car,227341.5,45.06452133333333,7.662749,0.1939300411522634,291.42118,-0.0029392930092584
2,vru,233068.5,45.06457183333333,7.662747333333334,0.001,298.52934,-0.0145594315997903
1,car,238041.75,45.06452133333333,7.662749,0.1939300411522634,291.42118,-0.0029392930092584
2,vru,241070.75,45.06457183333333,7.662747333333334,0.001,298.52934,-0.0145594315997903
1,car,246878.0,45.06452133333333,7.662749,0.1939300411522634,291.42118,-0.0029392930092584
2,vru,248881.0,45.06457183333333,7.662747333333334,0.001,298.52934,-0.0145594315997903
1,car,255847.5,45.06452133333333,7.662749,0.1939300411522634,291.42118,-0.0029392930092584
2,vru,256755.25,45.0645718,7.6627473,0.001,298.5368,-0.0145594315997903
1,car,265460.25,45.0645213,7.6627489,0.182,291.41876,-0.2039567324682166
2,vru,268609.0,45.0645718,7.6627473,0.001,298.53681,-0.0145594315997903
2,vru,273141.75,45.0645718,7.6627473,0.001,298.53681,-0.0145594315997903
2,vru,278059.75,45.06457183333333,7.662747333333334,0.001,298.53681,-0.0145594315997903
1,car,279301.25,45.0645213,7.6627489,0.182,291.41877,-0.2039567324682166
1,car,285053.5,45.0645213,7.6627489,0.182,291.41877,-0.2039567324682166
2,vru,287392.75,45.06457183333333,7.662747333333334,0.001,298.53681,-0.0145594315997903
1,car,290883.0,45.06452133333333,7.662749,0.1826131687242798,291.41877,0.0241188983992616
2,vru,295434.75,45.06457183333333,7.662747333333334,0.001,298.53681,-0.0145594315997903
1,car,301123.75,45.06452133333333,7.662749,0.1826131687242798,291.41877,0.0241188983992616
2,vru,303330.5,45.06457183333333,7.662747333333334,0.001,298.53681,-0.0145594315997903
2,vru,311061.0,45.06457183333333,7.662747333333334,0.001,298.53681,-0.0145594315997903
1,car,312711.75,45.06452133333333,7.662749,0.1826131687242798,291.41877,0.0241188983992616
2,vru,318646.25,45.06457183333333,7.662747333333334,0.001,298.53681,-0.0145594315997903
1,car,324232.75,45.06452133333333,7.662749,0.1826131687242798,291.41877,0.0241188983992616
2,vru,326451.0,45.06457183333333,7.662747333333334,0.001,298.53681,-0.0145594315997903
1,car,332930.25,45.06452133333333,7.662749,0.1826131687242798,291.41877,0.0241188983992616
2,vru,334509.5,45.06457183333333,7.662747333333334,0.001,298.53681,-0.0145594315997903
1,car,341498.0,45.06452133333333,7.662749,0.1826131687242798,291.41877,0.0241188983992616
2,vru,342280.0,45.0645718,7.6627473,0.001,298.52878,0.0
1,car,350719.5,45.0645214,7.6627489,0.184,291.44902,0.0231770119529079
2,vru,353649.0,45.0645718,7.6627473,0.001,298.52878,0.0
2,vru,358424.25,45.0645718,7.6627473,0.001,298.52878,0.0
2,vru,363358.0,45.06457183333333,7.662747333333334,0.001,298.52878,0.0
1,car,363820.75,45.0645214,7.6627489,0.184,291.449,0.0231770119529079
1,car,368733.5,45.0645214,7.6627489,0.184,291.449,0.0231770119529079
2,vru,372809.25,45.06457183333333,7.662747333333334,0.001,298.52878,0.0
1,car,374180.0,45.06452133333333,7.662748833333334,0.1836419753086419,291.449,-0.0152607442875488
2,vru,380267.75,45.06457183333333,7.662747333333334,0.001,298.52878,0.0
1,car,384025.5,45.06452133333333,7.662748833333334,0.1836419753086419,291.449,-0.0152607442875488
2,vru,388039.75,45.06457183333333,7.662747333333334,0.001,298.52878,0.0
1,car,394848.75,45.06452133333333,7.662748833333334,0.1836419753086419,291.449,-0.0152607442875488
2,vru,396070.5,45.06457183333333,7.662747333333334,0.001,298.52878,0.0
2,vru,403703.75,45.06457183333333,7.662747333333334,0.001,298.52878,0.0
1,car,404983.25,45.06452133333333,7.662748833333334,0.1836419753086419,291.449,-0.0152607442875488
2,vru,411459.0,45.06457183333333,7.662747333333334,0.001,298.52878,0.0
1,car,413425.75,45.06452133333333,7.662748833333334,0.1836419753086419,291.449,-0.0152607442875488
2,vru,419567.75,45.0645718,7.6627473,0.004,298.5326,0.038815983127986
1,car,421925.0,45.06452133333333,7.662748833333334,0.1836419753086419,291.449,-0.0152607442875488
1,car,430955.0,45.06452133333333,7.662748833333334,0.1836419753086419,291.449,-0.0152607442875488
2,vru,431090.25,45.0645718,7.6627473,0.004,298.53259,0.038815983127986
2,vru,435947.0,45.0645718,7.6627473,0.004,298.53259,0.038815983127986
1,car,439571.75,45.0645214,7.6627488,0.189,291.48062,0.0819373191780009
2,vru,440649.25,45.06457183333333,7.662747333333334,0.004,298.53259,0.038815983127986
2,vru,449846.0,45.06457183333333,7.662747333333334,0.004,298.53259,0.038815983127986
1,car,452708.0,45.0645214,7.6627488,0.189,291.48062,0.0819373191780009
2,vru,457658.25,45.06457183333333,7.662747333333334,0.004,298.53259,0.038815983127986
1,car,457859.25,45.0645214,7.6627488,0.189,291.48062,0.0819373191780009
1,car,463304.75,45.06452133333333,7.662748833333334,0.1887860082304527,291.48062,-0.0090166337819623
2,vru,465577.25,45.06457183333333,7.662747333333334,0.004,298.53259,0.038815983127986
1,car,472962.25,45.06452133333333,7.662748833333334,0.1887860082304527,291.48062,-0.0090166337819623
2,vru,473325.25,45.06457183333333,7.662747333333334,0.004,298.53259,0.038815983127986
2,vru,481441.5,45.06457183333333,7.662747333333334,0.004,298.53259,0.038815983127986
1,car,483949.25,45.06452133333333,7.662748833333334,0.1887860082304527,291.48062,-0.0090166337819623
2,vru,489620.25,45.06457183333333,7.662747333333334,0.004,298.53259,0.038815983127986
1,car,494270.0,45.06452133333333,7.662748833333334,0.1887860082304527,291.48062,-0.0090166337819623
2,vru,497526.5,45.06457183333333,7.662747333333334,0.004,298.53259,0.038815983127986
1,car,502988.75,45.06452133333333,7.662748833333334,0.1887860082304527,291.48062,-0.0090166337819623
2,vru,505359.25,45.0645717,7.6627473,0.003,298.5306,-0.0116561664034315
1,car,511720.25,45.06452133333333,7.662748833333334,0.1887860082304527,291.48062,-0.0090166337819623
2,vru,516877.0,45.0645717,7.6627473,0.003,298.53059,-0.0116561664034315
1,car,520760.0,45.0645214,7.6627487,0.192,291.50032,0.0559390442047909
2,vru,521548.5,45.0645717,7.6627473,0.003,298.53059,-0.0116561664034315
2,vru,526598.25,45.064571666666666,7.662747333333334,0.003,298.53059,-0.0116561664034315
1,car,533703.75,45.0645214,7.6627487,0.192,291.50032,0.0559390442047909
2,vru,535972.5,45.064571666666666,7.662747333333334,0.003,298.53059,-0.0116561664034315
1,car,539104.75,45.0645214,7.6627487,0.192,291.50032,0.0559390442047909
2,vru,543947.5,45.064571666666666,7.662747333333334,0.003,298.53059,-0.0116561664034315
1,car,544747.0,45.06452133333333,7.662748666666666,0.1918724279835391,291.50032,-0.0053183814758372
2,vru,551837.75,45.064571666666666,7.662747333333334,0.003,298.53059,-0.0116561664034315
1,car,554274.25,45.06452133333333,7.662748666666666,0.1918724279835391,291.50032,-0.0053183814758372
2,vru,559721.75,45.064571666666666,7.662747333333334,0.003,298.53059,-0.0116561664034315
1,car,565457.25,45.06452133333333,7.662748666666666,0.1918724279835391,291.50032,-0.0053183814758372
2,vru,567577.5,45.064571666666666,7.662747333333334,0.003,298.53059,-0.0116561664034315
2,vru,575768.0,45.064571666666666,7.662747333333334,0.003,298.53059,-0.0116561664034315
1,car,575987.5,45.06452133333333,7.662748666666666,0.1918724279835391,291.50032,-0.0053183814758372
2,vru,583488.25,45.0645717,7.6627473,0.002,298.52968,-0.0127993446735527
1,car,584582.5,45.06452133333333,7.662748666666666,0.1918724279835391,291.50032,-0.0053183814758372
1,car,593425.25,45.06452133333333,7.662748666666666,0.1918724279835391,291.50032,-0.0053183814758372
2,vru,595122.75,45.0645717,7.6627473,0.002,298.52966,-0.0127993446735527
2,vru,599762.0,45.0645717,7.6627473,0.002,298.52966,-0.0127993446735527
1,car,602157.25,45.0645214,7.6627486,0.173,291.44904,-0.3287292423136828
2,vru,604634.25,45.064571666666666,7.662747333333334,0.002,298.52966,-0.0127993446735527
2,vru,614329.5,45.064571666666666,7.662747333333334,0.002,298.52966,-0.0127993446735527
1,car,615418.0,45.0645214,7.6627486,0.173,291.44903,-0.3287292423136828
1,car,620364.75,45.0645214,7.6627486,0.173,291.44903,-0.3287292423136828
2,vru,621910.25,45.064571666666666,7.662747333333334,0.002,298.52966,-0.0127993446735527
1,car,626070.25,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,629711.25,45.064571666666666,7.662747333333334,0.002,298.52966,-0.0127993446735527
1,car,635546.25,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,637642.75,45.064571666666666,7.662747333333334,0.002,298.52966,-0.0127993446735527
2,vru,645366.75,45.064571666666666,7.662747333333334,0.002,298.52966,-0.0127993446735527
1,car,646574.25,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,653157.25,45.064571666666666,7.662747333333334,0.002,298.52966,-0.0127993446735527
1,car,656966.25,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,661022.75,45.064571666666666,7.662747333333334,0.002,298.52966,-0.0127993446735527
1,car,665909.75,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,668865.5,45.0645717,7.6627473,0.002,298.5168,0.0
1,car,674582.5,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,680630.0,45.0645717,7.6627473,0.002,298.5168,0.0
1,car,683948.5,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,685265.75,45.0645717,7.6627473,0.002,298.5168,0.0
2,vru,690355.0,45.064571666666666,7.662747333333334,0.002,298.5168,0.0
1,car,693305.75,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
1,car,697707.25,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,699594.25,45.064571666666666,7.662747333333334,0.002,298.5168,0.0
1,car,703045.5,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,707436.5,45.064571666666666,7.662747333333334,0.002,298.5168,0.0
1,car,712286.25,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,715319.5,45.064571666666666,7.662747333333334,0.002,298.5168,0.0
1,car,721389.25,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,723321.75,45.064571666666666,7.662747333333334,0.002,298.5168,0.0
1,car,727155.75,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
1,car,731508.25,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,731511.25,45.064571666666666,7.662747333333334,0.002,298.5168,0.0
1,car,735705.25,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,739514.75,45.064571666666666,7.662747333333334,0.002,298.5168,0.0
1,car,745031.0,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,747544.5,45.064571666666666,7.662747333333334,0.002,298.5168,0.0
1,car,754351.0,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,755790.0,45.0645717,7.6627473,0.002,298.517,0.0
1,car,763767.5,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,767674.0,45.0645717,7.6627473,0.002,298.517,0.0
2,vru,772186.5,45.0645717,7.6627473,0.002,298.517,0.0
1,car,773192.25,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,777306.75,45.064571666666666,7.662747333333334,0.002,298.517,0.0
1,car,782460.0,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,786870.5,45.064571666666666,7.662747333333334,0.002,298.517,0.0
1,car,786891.5,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,794337.0,45.064571666666666,7.662747333333334,0.002,298.517,0.0
1,car,795038.75,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
1,car,797690.5,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
1,car,800649.5,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,802287.0,45.064571666666666,7.662747333333334,0.002,298.517,0.0
1,car,809434.75,45.0645215,7.662748666666666,0.1733539094650205,291.44903,0.0147998772642742
2,vru,810447.5,45.064571666666666,7.662747333333334,0.002,298.517,0.0
2,vru,818289.75,45.064571666666666,7.662747333333334,0.002,298.517,0.0
1,car,818300.75,45.0645214,7.6627489,0.152,291.3642,-0.111084918704475
2,vru,825737.5,45.064571666666666,7.662747333333334,0.002,298.517,0.0
1,car,831404.5,45.0645214,7.6627489,0.152,291.36421,-0.111084918704475
2,vru,833436.75,45.0645717,7.6627473,0.003,298.53112,0.0128788391014433
1,car,836665.25,45.0645214,7.6627489,0.152,291.36421,-0.111084918704475
1,car,843861.5,45.0645215,7.662748833333334,0.1522633744855967,291.36421,0.0103038637597375
2,vru,845225.0,45.0645717,7.6627473,0.003,298.53113,0.0128788391014433
2,vru,849692.0,45.0645717,7.6627473,0.003,298.53113,0.0128788391014433
2,vru,854812.75,45.064571666666666,7.662747333333334,0.003,298.53113,0.0128788391014433
1,car,855010.5,45.0645215,7.662748833333334,0.1522633744855967,291.36421,0.0103038637597375
2,vru,864651.5,45.064571666666666,7.662747333333334,0.003,298.53113,0.0128788391014433
1,car,866840.75,45.0645215,7.662748833333334,0.1522633744855967,291.36421,0.0103038637597375
2,vru,872589.0,45.064571666666666,7.662747333333334,0.003,298.53113,0.0128788391014433
1,car,878418.75,45.0645215,7.662748833333334,0.1522633744855967,291.36421,0.0103038637597375
2,vru,880329.0,45.064571666666666,7.662747333333334,0.003,298.53113,0.0128788391014433
1,car,887979.25,45.0645215,7.662748833333334,0.1522633744855967,291.36421,0.0103038637597375
2,vru,888195.25,45.064571666666666,7.662747333333334,0.003,298.53113,0.0128788391014433
2,vru,896997.5,45.064571666666666,7.662747333333334,0.003,298.53113,0.0128788391014433
1,car,897070.75,45.0645215,7.662748833333334,0.1522633744855967,291.36421,0.0103038637597375
2,vru,904510.25,45.064571666666666,7.662747333333334,0.003,298.53113,0.0128788391014433
1,car,906490.25,45.0645214,7.6627488,0.145,291.34558,-0.1159750830983648
2,vru,912418.25,45.064571666666666,7.662747333333334,0.003,298.53113,0.0128788391014433
2,vru,920341.0,45.0645717,7.6627473,0.002,298.52776,-0.011506917095539
1,car,920894.75,45.0645214,7.6627488,0.145,291.34556,-0.1159750830983648
1,car,926305.75,45.0645214,7.6627488,0.145,291.34556,-0.1159750830983648
2,vru,932207.25,45.0645717,7.6627473,0.002,298.52777,-0.011506917095539
1,car,932558.75,45.0645215,7.662748833333334,0.1450617283950617,291.34556,0.0023679304548292
2,vru,936779.5,45.0645717,7.6627473,0.002,298.52777,-0.011506917095539
2,vru,942099.0,45.064571666666666,7.662747333333334,0.002,298.52777,-0.011506917095539
1,car,943047.5,45.0645215,7.662748833333334,0.1450617283950617,291.34556,0.0023679304548292
2,vru,951856.75,45.064571666666666,7.662747333333334,0.002,298.52777,-0.011506917095539
1,car,954496.5,45.0645215,7.662748833333334,0.1450617283950617,291.34556,0.0023679304548292
2,vru,959798.25,45.064571666666666,7.662747333333334,0.002,298.52777,-0.011506917095539
1,car,966143.75,45.0645215,7.662748833333334,0.1450617283950617,291.34556,0.0023679304548292
2,vru,967416.25,45.064571666666666,7.662747333333334,0.002,298.52777,-0.011506917095539
1,car,974932.5,45.0645215,7.662748833333334,0.1450617283950617,291.34556,0.0023679304548292
2,vru,975405.5,45.064571666666666,7.662747333333334,0.002,298.52777,-0.011506917095539
2,vru,983263.75,45.064571666666666,7.662747333333334,0.002,298.52777,-0.011506917095539
1,car,983685.75,45.0645215,7.662748833333334,0.1450617283950617,291.34556,0.0023679304548292
2,vru,991001.75,45.064571666666666,7.662747333333334,0.002,298.52777,-0.011506917095539
1,car,992511.0,45.0645215,7.6627488,0.154,291.4201,0.1490898440832211
2,vru,998979.5,45.0645717,7.6627473,0.004,298.53992,0.0254328350617064
1,car,1005078.75,45.0645215,7.6627488,0.154,291.42011,0.1490898440832211
2,vru,1010312.0,45.0645717,7.6627473,0.004,298.53991,0.0254328350617064
1,car,1010410.75,45.0645215,7.6627488,0.154,291.42011,0.1490898440832211
2,vru,1015055.25,45.0645717,7.6627473,0.004,298.53991,0.0254328350617064
1,car,1015876.25,45.0645215,7.662748833333334,0.1538065843621399,291.42011,-0.0082779186124724
2,vru,1019983.5,45.064571666666666,7.662747333333334,0.004,298.53991,0.0254328350617064
1,car,1025424.75,45.0645215,7.662748833333334,0.1538065843621399,291.42011,-0.0082779186124724
2,vru,1029507.5,45.064571666666666,7.662747333333334,0.004,298.53991,0.0254328350617064
1,car,1036180.5,45.0645215,7.662748833333334,0.1538065843621399,291.42011,-0.0082779186124724
2,vru,1037300.5,45.064571666666666,7.662747333333334,0.004,298.53991,0.0254328350617064
2,vru,1045320.0,45.064571666666666,7.662747333333334,0.004,298.53991,0.0254328350617064
1,car,1046442.5,45.0645215,7.662748833333334,0.1538065843621399,291.42011,-0.0082779186124724
2,vru,1053134.25,45.064571666666666,7.662747333333334,0.004,298.53991,0.0254328350617064
1,car,1054974.75,45.0645215,7.662748833333334,0.1538065843621399,291.42011,-0.0082779186124724
2,vru,1060993.5,45.064571666666666,7.662747333333334,0.004,298.53991,0.0254328350617064
1,car,1063621.0,45.0645215,7.662748833333334,0.1538065843621399,291.42011,-0.0082779186124724
2,vru,1068669.0,45.064571666666666,7.662747333333334,0.004,298.53991,0.0254328350617064
1,car,1072380.5,45.0645215,7.6627487,0.159,291.44942,0.0919119471165457
2,vru,1076633.25,45.064571666666666,7.662747333333334,0.004,298.53991,0.0254328350617064
2,vru,1084551.5,45.0645717,7.6627473,0.005,298.55184,0.0116860655354555
1,car,1085183.25,45.0645215,7.6627487,0.159,291.44942,0.0919119471165457
1,car,1090406.0,45.0645215,7.6627487,0.159,291.44942,0.0919119471165457
1,car,1095917.75,45.0645215,7.662748666666666,0.1584362139917695,291.44942,-0.0239529260313101
2,vru,1095991.5,45.0645717,7.6627473,0.005,298.55182,0.0116860655354555
2,vru,1100936.75,45.0645717,7.6627473,0.005,298.55182,0.0116860655354555
2,vru,1105828.0,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1105960.5,45.0645215,7.662748666666666,0.1584362139917695,291.44942,-0.0239529260313101
2,vru,1115260.75,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1116402.75,45.0645215,7.662748666666666,0.1584362139917695,291.44942,-0.0239529260313101
2,vru,1123120.0,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1126860.25,45.0645215,7.662748666666666,0.1584362139917695,291.44942,-0.0239529260313101
2,vru,1130841.5,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1135913.5,45.0645215,7.662748666666666,0.1584362139917695,291.44942,-0.0239529260313101
2,vru,1138824.75,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1144605.0,45.0645215,7.662748666666666,0.1584362139917695,291.44942,-0.0239529260313101
2,vru,1147225.75,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
2,vru,1151097.5,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1153442.0,45.0645215,7.662748666666666,0.1584362139917695,291.44942,-0.0239529260313101
2,vru,1159332.5,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1162688.25,45.0645215,7.6627486,0.154,291.37686,-0.0664397299970728
2,vru,1163211.75,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
2,vru,1170488.25,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
2,vru,1174144.75,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1175253.75,45.0645215,7.6627486,0.154,291.37684,-0.0664397299970728
1,car,1180637.25,45.0645215,7.6627486,0.154,291.37684,-0.0664397299970728
2,vru,1182447.75,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1186315.75,45.0645215,7.662748666666666,0.1543209876543209,291.37684,0.0135853414166112
2,vru,1187924.75,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1195936.0,45.0645215,7.662748666666666,0.1543209876543209,291.37684,0.0135853414166112
2,vru,1196125.5,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
2,vru,1202893.25,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1206831.0,45.0645215,7.662748666666666,0.1543209876543209,291.37684,0.0135853414166112
2,vru,1209001.75,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
2,vru,1217246.25,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1217525.75,45.0645215,7.662748666666666,0.1543209876543209,291.37684,0.0135853414166112
2,vru,1225449.75,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1226138.0,45.0645215,7.662748666666666,0.1543209876543209,291.37684,0.0135853414166112
2,vru,1233809.25,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1234744.5,45.0645215,7.662748666666666,0.1543209876543209,291.37684,0.0135853414166112
2,vru,1242337.0,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1243481.0,45.0645215,7.6627486,0.154,291.34102,-0.005615083539755
2,vru,1247850.0,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
2,vru,1251194.5,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1256176.75,45.0645215,7.6627486,0.154,291.34101,-0.005615083539755
2,vru,1259522.25,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1261413.0,45.0645215,7.6627486,0.154,291.34101,-0.005615083539755
1,car,1267027.25,45.0645215,7.662748666666666,0.1538065843621399,291.34101,-0.0082142862604479
2,vru,1268104.75,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
2,vru,1273403.0,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1276891.5,45.0645215,7.662748666666666,0.1538065843621399,291.34101,-0.0082142862604479
2,vru,1280945.75,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1287782.0,45.0645215,7.662748666666666,0.1538065843621399,291.34101,-0.0082142862604479
2,vru,1288320.75,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
2,vru,1290662.0,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1298235.25,45.0645215,7.662748666666666,0.1538065843621399,291.34101,-0.0082142862604479
2,vru,1298271.75,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
2,vru,1305881.75,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1306881.0,45.0645215,7.662748666666666,0.1538065843621399,291.34101,-0.0082142862604479
2,vru,1313488.75,45.064571666666666,7.662747333333334,0.005,298.55182,0.0116860655354555
1,car,1315411.25,45.0645215,7.662748666666666,0.1538065843621399,291.34101,-0.0082142862604479
